City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
291,Tukrah,LY,2021-03-25 12:43:26,32.5341,20.5791,57.24,63,66,21.05
292,Codrington,AU,2021-03-25 12:43:26,-38.2667,141.9667,54.23,90,16,6.96
293,Rancho Palos Verdes,US,2021-03-25 12:43:27,33.7445,-118.387,53.01,88,79,5.01
294,Mitu,CO,2021-03-25 12:43:27,1.1983,-70.1733,76.24,87,25,0.31
295,Petatlan,MX,2021-03-25 12:43:28,17.5167,-101.2667,67.6,69,6,3.78
296,Lodja,CD,2021-03-25 12:42:05,-3.4833,23.4333,76.57,80,99,7.85
297,Chuy,UY,2021-03-25 12:43:28,-33.6971,-53.4616,75.31,70,99,10.09
298,Jijiga,ET,2021-03-25 12:43:28,9.35,42.8,85.89,6,0,8.01
299,Dakar,SN,2021-03-25 12:42:46,14.6937,-17.4441,75.2,64,0,17.27
300,Morgan City,US,2021-03-25 12:43:29,29.6994,-91.2068,73.99,94,90,13.8
301,Sao Felix Do Xingu,BR,2021-03-25 12:43:29,-6.6447,-51.995,73.04,95,100,2.64
302,Immokalee,US,2021-03-25 12:43:30,26.4187,-81.4173,73.0,100,90,12.66
303,High Rock,BS,2021-03-25 12:43:30,26.6208,-78.2833,75.2,88,20,6.91
304,Enfield,AU,2021-03-25 12:43:30,-34.8526,138.6026,63.0,63,20,2.3
305,Abbeville,FR,2021-03-25 12:43:31,50.1,1.8333,54.0,74,10,11.03
306,Barranco,PA,2021-03-25 12:43:31,9.5167,-82.7,71.6,100,75,2.17
307,Meshchovsk,RU,2021-03-25 12:43:32,54.3244,35.2808,33.87,99,98,3.96
308,Celestun,MX,2021-03-25 12:43:32,20.8667,-90.4,77.13,78,0,18.34
309,Barentu,ER,2021-03-25 12:43:33,15.1139,37.5928,100.8,7,67,13.22
310,Necochea,AR,2021-03-25 12:43:33,-38.5473,-58.7368,61.0,96,100,3.0
311,Ler,SS,2021-03-25 12:43:34,8.3018,30.1418,107.2,15,20,2.93
312,Hami,CN,2021-03-25 12:43:34,42.8,93.45,56.84,28,0,7.36
313,Atyrau,KZ,2021-03-25 12:43:35,47.1167,51.8833,44.6,76,75,15.66
314,Lianran,CN,2021-03-25 12:40:06,24.9227,102.485,75.0,28,0,17.9
315,Novopavlovka,RU,2021-03-25 12:43:35,51.2172,109.2091,30.2,98,100,3.0
316,Puerto Escondido,MX,2021-03-25 12:43:36,15.85,-97.0667,69.8,94,1,8.05
317,Avarua,CK,2021-03-25 12:43:36,-21.2078,-159.775,80.6,83,20,6.91
318,Olafsvik,IS,2021-03-25 12:43:37,64.8945,-23.7142,28.72,74,90,31.76
319,Koping,SE,2021-03-25 12:41:50,59.514,15.9926,51.01,53,40,11.5
320,Djambala,CG,2021-03-25 12:43:37,-2.5447,14.7533,73.94,72,100,4.05
321,Sturgis,US,2021-03-25 12:43:37,41.7992,-85.4192,46.4,93,90,3.44
322,Zlynka,RU,2021-03-25 12:43:38,52.4267,31.7378,46.4,27,0,2.24
323,Gizo,SB,2021-03-25 12:43:38,-8.103,156.8419,82.69,74,19,6.17
324,Ilulissat,GL,2021-03-25 12:43:39,69.2167,-51.1,-7.6,71,75,4.61
325,Camocim,BR,2021-03-25 12:43:39,-2.9022,-40.8411,80.91,79,81,7.29
326,Grand Gaube,MU,2021-03-25 12:43:39,-20.0064,57.6608,84.0,76,83,4.0
327,Agirish,RU,2021-03-25 12:43:40,61.9247,63.0231,32.25,95,100,12.95
328,San Quintin,MX,2021-03-25 12:43:41,30.4833,-115.95,51.84,87,5,3.67
329,Vardo,NO,2021-03-25 12:43:41,70.3705,31.1107,37.4,75,75,13.8
330,Gushikawa,JP,2021-03-25 12:43:42,26.3544,127.8686,69.8,88,75,10.36
331,Nantucket,US,2021-03-25 12:40:38,41.2835,-70.0995,51.8,100,75,9.22
332,Katsuura,JP,2021-03-25 12:43:42,35.1333,140.3,57.0,94,75,3.44
333,Alofi,NU,2021-03-25 12:43:42,-19.0595,-169.9187,75.2,94,100,3.44
334,Gorontalo,ID,2021-03-25 12:43:43,0.5412,123.0595,76.59,95,100,3.27
335,Somcuta Mare,RO,2021-03-25 12:43:43,47.5167,23.4667,50.0,29,0,12.66
336,Havelock,US,2021-03-25 12:43:44,34.8791,-76.9013,63.0,95,42,3.4
337,Paros,GR,2021-03-25 12:43:45,37.0833,25.15,48.2,61,55,17.27
338,Winnemucca,US,2021-03-25 12:43:46,40.973,-117.7357,33.8,86,90,3.44
339,Nhulunbuy,AU,2021-03-25 12:43:46,-12.2333,136.7667,78.8,94,99,2.73
340,Tarboro,US,2021-03-25 12:43:47,35.8968,-77.5358,62.6,100,90,6.69
341,Garowe,SO,2021-03-25 12:43:47,8.4054,48.4845,91.99,11,0,11.99
342,Bam,IR,2021-03-25 12:43:48,29.106,58.357,90.81,10,25,13.65
343,Jardim,BR,2021-03-25 12:43:48,-21.4803,-56.1381,84.87,49,7,5.84
344,Kamaishi,JP,2021-03-25 12:43:48,39.2667,141.8833,47.59,84,100,6.33
345,Marfino,RU,2021-03-25 12:43:49,55.7028,37.3822,48.2,43,0,11.18
346,Presidente Dutra,BR,2021-03-25 12:43:49,-5.29,-44.49,80.37,78,81,2.04
347,Cape Coast,GH,2021-03-25 12:43:50,5.1053,-1.2466,84.45,67,96,11.63
348,Kidal,ML,2021-03-25 12:43:50,18.4411,1.4078,90.82,3,1,10.2
349,Cassilandia,BR,2021-03-25 12:43:51,-19.1133,-51.7342,83.53,51,79,2.59
350,Port-Gentil,GA,2021-03-25 12:43:51,-0.7193,8.7815,84.2,74,40,14.97
351,Kemijarvi,FI,2021-03-25 12:43:51,66.7131,27.4306,38.26,68,8,10.98
352,Yeppoon,AU,2021-03-25 12:43:52,-23.1333,150.7333,75.2,73,0,3.44
353,Portland,US,2021-03-25 12:40:09,45.5234,-122.6762,44.01,87,100,1.99
354,Maltahohe,NA,2021-03-25 12:43:52,-24.8333,16.9833,84.87,21,2,7.78
355,Amazar,RU,2021-03-25 12:43:53,53.858,120.875,17.44,94,100,3.44
356,Alibag,IN,2021-03-25 12:43:53,18.6411,72.8792,98.6,10,0,8.05
357,Torbay,CA,2021-03-25 12:43:13,47.6666,-52.7314,39.0,87,75,5.75
358,Lebu,CL,2021-03-25 12:40:31,-37.6167,-73.65,54.45,64,0,17.02
359,Mackay,AU,2021-03-25 12:40:58,-21.15,149.2,77.0,88,75,5.75
360,Saint Anthony,US,2021-03-25 12:43:54,45.0205,-93.218,34.0,93,1,4.79
361,Leninskoye,KZ,2021-03-25 12:43:54,41.7589,69.3864,71.6,40,75,6.91
362,Padang,ID,2021-03-25 12:43:54,-0.9492,100.3543,82.4,83,75,5.75
363,Kretinga,LT,2021-03-25 12:43:55,55.8758,21.2508,41.0,87,75,6.91
364,Labuhan,ID,2021-03-25 12:43:55,-6.8844,112.2051,80.56,80,100,3.96
365,Nicoya,CR,2021-03-25 12:43:55,10.1483,-85.452,68.0,88,0,4.61
366,Chokurdakh,RU,2021-03-25 12:43:56,70.6333,147.9167,-28.59,100,79,5.66
367,Kisanga,TZ,2021-03-25 12:43:56,-7.4362,37.7034,87.93,62,83,3.69
368,Fort Saint James,CA,2021-03-25 12:43:57,54.4333,-124.25,25.14,98,29,3.02
369,Shenzhen,CN,2021-03-25 12:41:27,22.5455,114.0683,71.01,82,0,1.99
370,Grandview,US,2021-03-25 12:43:57,38.8858,-94.533,43.0,87,90,5.75
371,Nara,JP,2021-03-25 12:43:58,34.6851,135.8049,55.0,83,0,2.37
372,Vuktyl,RU,2021-03-25 12:43:59,63.8567,57.3094,34.52,89,100,9.93
373,Port Augusta,AU,2021-03-25 12:43:59,-32.5,137.7667,64.4,68,100,6.91
374,Daitari,IN,2021-03-25 12:44:00,21.1,85.75,87.82,18,30,10.13
375,Ilhabela,BR,2021-03-25 12:39:23,-23.7781,-45.3581,82.71,68,16,2.95
376,Te Anau,NZ,2021-03-25 12:44:00,-45.4167,167.7167,50.25,91,100,2.01
377,Khvorostyanka,RU,2021-03-25 12:44:00,52.6096,48.9597,32.52,93,30,11.95
378,Provideniya,RU,2021-03-25 12:44:01,64.3833,-173.3,4.57,97,100,3.15
379,Etchoropo,MX,2021-03-25 12:44:01,26.7667,-109.6667,54.25,63,69,6.8
380,Borovskoy,KZ,2021-03-25 12:44:02,53.8,64.15,23.31,94,6,5.17
381,Odweyne,SO,2021-03-25 12:44:02,9.4092,45.064,90.12,7,0,6.98
382,Berlevag,NO,2021-03-25 12:44:02,70.8578,29.0864,33.8,93,90,12.66
383,Pandan,PH,2021-03-25 12:44:03,14.0453,124.1694,78.42,87,12,11.79
384,La Asuncion,VE,2021-03-25 12:44:03,11.0333,-63.8628,78.28,76,10,15.43
385,Virginia Beach,US,2021-03-25 12:40:32,36.8529,-75.978,61.0,88,40,5.75
386,Nabire,ID,2021-03-25 12:44:04,-3.3667,135.4833,76.39,95,100,2.33
387,Buala,SB,2021-03-25 12:44:04,-8.145,159.5921,80.13,82,66,4.85
388,Durusu,TR,2021-03-25 12:44:04,41.3053,28.6767,43.0,52,75,11.5
389,Tabou,CI,2021-03-25 12:44:05,4.423,-7.3528,83.26,71,100,5.7
390,Leningradskiy,RU,2021-03-25 12:44:05,69.3833,178.4167,-9.44,96,100,6.06
391,Alcazar De San Juan,ES,2021-03-25 12:44:06,39.3901,-3.2083,68.0,34,0,6.91
392,Buraydah,SA,2021-03-25 12:44:06,26.326,43.975,89.6,29,0,8.05
393,Shimoda,JP,2021-03-25 12:44:06,34.6667,138.95,48.0,87,100,1.01
394,Natal,BR,2021-03-25 12:44:04,-5.795,-35.2094,77.0,94,75,11.5
395,Gasa,PS,2021-03-25 12:44:07,31.5,34.4667,62.01,52,13,3.0
396,Medicine Hat,CA,2021-03-25 12:39:35,50.0501,-110.6683,32.0,100,90,19.57
397,Yuncheng,CN,2021-03-25 12:44:07,35.0231,110.9928,64.92,44,98,14.29
398,Anthili,GR,2021-03-25 12:44:07,38.85,22.4667,52.0,17,93,7.0
399,Taldan,RU,2021-03-25 12:44:08,53.6667,124.8,10.63,96,22,1.43
400,Imbituba,BR,2021-03-25 12:44:08,-28.24,-48.6703,73.4,94,75,4.61
401,Piltene,LV,2021-03-25 12:44:08,57.2243,21.6744,42.8,93,90,13.8
402,Broken Hill,AU,2021-03-25 12:44:09,-31.95,141.4333,62.6,51,77,3.89
403,Ames,US,2021-03-25 12:43:39,42.0347,-93.6199,39.99,87,90,4.61
404,Tateyama,JP,2021-03-25 12:44:09,34.9833,139.8667,59.0,1,98,4.68
405,Belaya Gora,RU,2021-03-25 12:44:10,68.5333,146.4167,-22.14,100,90,2.82
406,Atambua,ID,2021-03-25 12:44:10,-9.1061,124.8925,75.25,90,100,2.19
407,Conceicao Do Mato Dentro,BR,2021-03-25 12:44:11,-19.0372,-43.425,77.67,65,86,2.95
408,Ejura,GH,2021-03-25 12:44:11,7.3856,-1.3562,94.78,37,67,4.12
409,Ouesso,CG,2021-03-25 12:44:11,1.6136,16.0517,77.45,73,100,5.93
410,Pasighat,IN,2021-03-25 12:44:12,28.0667,95.3333,78.58,27,6,5.93
411,Sanchor,IN,2021-03-25 12:44:12,24.7553,71.7722,92.61,8,0,8.84
412,Savelugu,GH,2021-03-25 12:44:12,9.6244,-0.8253,100.94,24,5,1.74
413,Yhu,PY,2021-03-25 12:44:13,-25.05,-55.9167,82.94,59,12,6.62
414,Maniitsoq,GL,2021-03-25 12:44:13,65.4167,-52.9,2.26,82,100,12.75
415,Borba,BR,2021-03-25 12:44:13,-4.3878,-59.5939,76.57,90,100,3.53
416,Taltal,CL,2021-03-25 12:44:14,-25.4,-70.4833,68.09,70,5,4.45
417,Havre-Saint-Pierre,CA,2021-03-25 12:44:14,50.2334,-63.5986,32.0,86,90,11.5
418,Formosa,AR,2021-03-25 12:44:15,-26.1775,-58.1781,80.6,74,0,9.22
419,Saint-Michel-Des-Saints,CA,2021-03-25 12:41:05,46.6834,-73.9159,44.01,94,100,10.29
420,Gamba,GA,2021-03-25 12:44:15,-2.65,10.0,81.19,73,100,8.95
421,Severo-Yeniseyskiy,RU,2021-03-25 12:44:15,60.3725,93.0408,20.91,92,100,7.92
422,Dunmore Town,BS,2021-03-25 12:44:16,25.5,-76.65,76.69,76,0,15.37
423,Geraldton,AU,2021-03-25 12:44:16,-28.7667,114.6,69.8,68,0,20.71
424,Le Port,RE,2021-03-25 12:40:25,-20.9373,55.2919,77.0,88,90,12.66
425,Nenjiang,CN,2021-03-25 12:44:17,49.1833,125.2167,32.85,89,10,3.98
426,Husavik,IS,2021-03-25 12:44:17,66.0449,-17.3389,30.2,80,20,20.71
427,Ambulu,ID,2021-03-25 12:44:17,-8.345,113.6058,78.46,86,100,1.92
428,Matadi,CD,2021-03-25 12:44:18,-5.8167,13.45,80.58,77,100,3.42
429,Bucovice,CZ,2021-03-25 12:44:18,49.149,17.0019,55.99,58,98,2.64
430,Bras-Panon,RE,2021-03-25 12:44:19,-20.9967,55.6782,77.0,83,90,11.5
431,Kenora,CA,2021-03-25 12:43:16,49.8167,-94.4337,24.8,74,75,12.66
432,Kirkwall,GB,2021-03-25 12:44:19,58.9848,-2.9587,46.4,76,40,24.16
433,Tecolutla,MX,2021-03-25 12:44:20,20.4833,-97.0167,72.41,83,92,1.3
434,Turayf,SA,2021-03-25 12:40:16,31.6725,38.6637,62.6,42,40,13.8
435,Karema,TZ,2021-03-25 12:44:20,-6.8205,30.4389,78.21,74,50,4.94
436,Arlit,NE,2021-03-25 12:44:20,18.7369,7.3853,92.5,4,0,3.49
437,Kayes,ML,2021-03-25 12:44:22,14.0,-11.0,103.96,7,1,13.15
438,Igarka,RU,2021-03-25 12:44:23,67.4667,86.5833,14.56,93,100,6.87
439,Huanren,CN,2021-03-25 12:44:23,41.2647,125.3667,46.38,54,0,2.55
440,Dhidhdhoo,MV,2021-03-25 12:44:23,6.8833,73.1,84.4,69,25,10.13
441,Moskovskiy,RU,2021-03-25 12:44:24,55.5991,37.355,48.2,43,0,11.18
442,Vagur,FO,2021-03-25 12:44:24,61.4732,-6.8119,43.56,88,100,23.4
443,Mabaruma,GY,2021-03-25 12:44:25,8.2,-59.7833,77.0,88,40,6.91
444,Bangkalan,ID,2021-03-25 12:44:25,-7.0455,112.7351,80.6,89,20,5.75
445,Tahe,CN,2021-03-25 12:44:47,52.3333,124.7333,19.67,97,10,0.96
446,Ihosy,MG,2021-03-25 12:44:47,-22.4,46.1167,77.54,67,63,0.89
447,San Isidro,PE,2021-03-25 12:44:48,-12.1167,-77.05,73.0,88,0,5.75
448,Ixtapa,MX,2021-03-25 12:44:48,20.7,-105.2,60.01,87,1,3.44
449,Kalmar,SE,2021-03-25 12:44:49,56.6616,16.3616,53.6,43,0,12.66
450,Quelimane,MZ,2021-03-25 12:44:49,-17.8786,36.8883,80.6,78,75,9.24
451,Alihe,CN,2021-03-25 12:44:50,50.5667,123.7167,25.41,93,9,0.45
452,Kiama,AU,2021-03-25 12:44:50,-34.6833,150.8667,66.99,87,0,5.01
453,Bereznehuvate,UA,2021-03-25 12:44:51,47.3078,32.8499,35.2,99,100,9.53
454,Japura,ID,2021-03-25 12:44:51,-0.3167,102.35,75.02,97,100,1.97
455,Voh,NC,2021-03-25 12:44:51,-20.9667,164.7,74.71,84,87,5.95
456,Hirara,JP,2021-03-25 12:44:52,24.8,125.2833,69.84,71,3,17.02
457,Beidao,CN,2021-03-25 12:44:52,34.5686,105.8933,52.86,72,100,0.36
458,Naze,JP,2021-03-25 12:44:53,28.3667,129.4833,63.37,73,23,12.1
459,Sinnamary,GF,2021-03-25 12:44:53,5.3833,-52.95,79.29,81,40,10.16
460,Bendigo,AU,2021-03-25 12:44:54,-36.7667,144.2833,55.99,52,0,3.98
461,Maceio,BR,2021-03-25 12:44:54,-9.6658,-35.7353,75.2,94,90,9.22
462,Sitrah,BH,2021-03-25 12:44:54,26.1547,50.6206,80.6,69,0,16.11
463,Bethlehem,BR,2021-03-25 12:41:25,-1.4558,-48.5044,77.0,88,40,3.44
464,Sungaipenuh,ID,2021-03-25 12:44:55,-2.0833,101.3833,67.26,97,100,1.12
465,Belmonte,BR,2021-03-25 12:44:55,-15.8631,-38.8828,77.0,78,75,8.05
466,Flinders,AU,2021-03-25 12:44:56,-34.5833,150.8552,66.99,87,0,5.01
467,Farmington,US,2021-03-25 12:44:59,36.7281,-108.2187,28.4,93,75,5.75
468,Dingle,PH,2021-03-25 12:45:17,10.9995,122.6711,77.32,87,48,7.02
469,Pavino,RU,2021-03-25 12:45:17,59.1139,46.1414,33.6,99,100,7.36
470,Nemuro,JP,2021-03-25 12:45:18,43.3236,145.575,37.62,99,100,3.27
471,Along,IN,2021-03-25 12:45:18,28.1667,94.7667,76.3,34,77,4.54
472,Saint-Joseph,RE,2021-03-25 12:45:19,-21.3667,55.6167,78.8,89,75,8.05
473,Gat,IL,2021-03-25 12:44:01,31.61,34.7642,62.01,52,46,1.99
474,Camabatela,AO,2021-03-25 12:45:19,-8.1881,15.375,66.24,96,100,3.6
475,Kendari,ID,2021-03-25 12:45:19,-3.945,122.4989,77.5,88,100,1.63
476,Komsomolskiy,UZ,2021-03-25 12:45:20,40.4272,71.7189,68.0,24,100,2.3
477,Lagoa,PT,2021-03-25 12:45:20,39.05,-27.9833,57.81,63,2,12.48
478,Kitgum,UG,2021-03-25 12:45:20,3.2783,32.8867,99.59,11,98,8.68
479,Port Hardy,CA,2021-03-25 12:45:21,50.6996,-127.4199,42.8,81,75,10.36
480,Kamareddi,IN,2021-03-25 12:45:21,18.3167,78.35,92.44,17,98,5.93
481,Pisco,PE,2021-03-25 12:44:56,-13.7,-76.2167,66.2,82,0,5.75
482,Pitimbu,BR,2021-03-25 12:45:22,-7.4706,-34.8086,82.4,83,75,9.22
483,Saint-Pierre,RE,2021-03-25 12:45:22,-21.3393,55.4781,78.8,89,75,8.05
484,Anadyr,RU,2021-03-25 12:45:22,64.75,177.4833,1.4,78,75,4.47
485,Yerbogachen,RU,2021-03-25 12:45:23,61.2767,108.0108,28.36,95,98,9.08
486,Pacific Grove,US,2021-03-25 12:45:23,36.6177,-121.9166,51.8,87,90,8.05
487,Tomatlan,MX,2021-03-25 12:45:24,19.9333,-105.25,58.51,42,100,3.0
488,Livingstone,ZM,2021-03-25 12:45:25,-17.8419,25.8543,78.15,59,100,4.74
489,Sorland,NO,2021-03-25 12:45:25,67.667,12.6934,41.0,65,20,10.36
490,Manicore,BR,2021-03-25 12:45:26,-5.8092,-61.3003,77.61,88,100,2.84
491,Bilibino,RU,2021-03-25 12:45:26,68.0546,166.4372,-20.47,91,98,6.15
492,Gannavaram,IN,2021-03-25 12:45:27,16.5333,80.8,93.2,49,40,4.61
493,Kirovskiy,RU,2021-03-25 12:45:27,45.0917,133.5136,30.22,97,100,2.04
494,Brae,GB,2021-03-25 12:45:27,60.3964,-1.353,46.4,76,20,19.57
495,Goderich,CA,2021-03-25 12:43:07,43.7501,-81.7165,44.6,81,100,6.91
496,Sergach,RU,2021-03-25 12:45:28,55.5308,45.4661,31.46,99,100,4.94
497,Bonfim,BR,2021-03-25 12:45:36,3.0833,-59.95,79.34,69,97,6.33
498,Ostersund,SE,2021-03-25 12:45:37,63.1792,14.6357,43.0,45,63,8.05
499,Kabalo,CD,2021-03-25 12:45:37,-6.05,26.9167,84.07,64,100,3.62
500,Talnakh,RU,2021-03-25 12:45:39,69.4865,88.3972,18.01,94,100,4.92
501,Inhambane,MZ,2021-03-25 12:45:39,-23.865,35.3833,84.2,54,75,9.22
502,Sivas,TR,2021-03-25 12:44:40,39.7916,37.0019,23.0,86,90,6.91
503,Plerin,FR,2021-03-25 12:45:40,48.5425,-2.7798,57.2,58,75,11.5
504,Riviere-Au-Renard,CA,2021-03-25 12:45:40,48.9957,-64.3971,33.8,93,90,12.35
505,Banda Aceh,ID,2021-03-25 12:45:41,5.5577,95.3222,80.94,80,99,4.29
506,Balaipungut,ID,2021-03-25 12:45:41,1.05,101.2833,77.0,88,40,2.28
507,Tessalit,ML,2021-03-25 12:45:42,20.1986,1.0114,85.82,5,0,15.08
508,Charters Towers,AU,2021-03-25 12:45:42,-20.1,146.2667,76.3,63,26,7.02
509,Petropavlovsk-Kamchatskiy,RU,2021-03-25 12:45:42,53.0452,158.6483,19.4,79,20,15.66
510,Northam,GB,2021-03-25 12:45:43,51.0333,-4.2167,53.01,84,3,11.99
511,Qasigiannguit,GL,2021-03-25 12:45:43,68.8193,-51.1922,-7.6,71,75,4.61
512,San Jose,US,2021-03-25 12:43:15,37.3394,-121.895,51.01,76,90,4.61
513,Forbes,AU,2021-03-25 12:45:44,-33.3833,148.0167,60.01,91,0,6.26
514,Yantongshan,CN,2021-03-25 12:45:44,43.2919,126.0094,43.61,52,0,5.12
515,Samarai,PG,2021-03-25 12:45:46,-10.6167,150.6667,82.54,76,92,7.4
516,Sondershausen,DE,2021-03-25 12:45:46,51.3667,10.8667,60.01,44,20,4.61
517,Grajau,BR,2021-03-25 12:45:46,-5.8194,-46.1386,76.48,88,100,5.82
518,Acapulco,MX,2021-03-25 12:43:51,16.8634,-99.8901,71.47,82,0,4.03
519,Tiznit,MA,2021-03-25 12:45:47,29.5833,-9.5,79.16,9,6,9.53
520,Moyo,UG,2021-03-25 12:45:47,3.6609,31.7247,98.22,15,98,5.66
521,Rosita,NI,2021-03-25 12:45:48,13.9268,-84.4032,72.57,83,63,1.01
522,Hovd,MN,2021-03-25 12:45:48,48.0056,91.6419,36.43,23,100,1.7
523,Touba,CI,2021-03-25 12:42:45,8.2833,-7.6833,95.85,29,40,4.61
524,Aleksandrovsk-Sakhalinskiy,RU,2021-03-25 12:45:49,50.8975,142.1561,18.25,81,84,5.17
525,Nandura,IN,2021-03-25 12:45:49,20.8333,76.45,95.05,11,0,4.12
526,Teluk Nibung,ID,2021-03-25 12:45:50,3.001,99.8164,77.47,87,100,4.47
527,Nome,US,2021-03-25 12:45:50,64.5011,-165.4064,12.2,85,90,4.03
528,Nizhnyaya Omka,RU,2021-03-25 12:45:50,55.4338,74.9426,26.46,94,86,8.14
529,Nuevitas,CU,2021-03-25 12:44:16,21.5453,-77.2644,71.6,94,0,6.91
530,Boca Do Acre,BR,2021-03-25 12:45:51,-8.7522,-67.3978,78.58,77,81,3.0
531,Mocuba,MZ,2021-03-25 12:45:51,-16.8392,36.9856,77.54,91,73,6.29
532,Abtenau,AT,2021-03-25 12:45:52,47.5637,13.346,59.0,41,0,3.44
533,Redlands,US,2021-03-25 12:42:05,34.0556,-117.1825,51.8,50,1,5.14
534,Cocal,BR,2021-03-25 12:45:52,-28.6167,-49.35,73.0,76,94,3.87
535,Itacoatiara,BR,2021-03-25 12:45:45,-3.1431,-58.4442,73.9,94,100,4.16
536,Mandalgovi,MN,2021-03-25 12:45:53,45.7625,106.2708,41.94,21,97,18.45
537,Iquique,CL,2021-03-25 12:45:53,-20.2208,-70.1431,68.0,56,0,3.78
538,Saint Andrews,US,2021-03-25 12:45:53,34.0454,-81.1293,60.8,88,90,3.44
539,Allanridge,ZA,2021-03-25 12:45:17,-27.7543,26.6438,71.01,69,100,1.99
540,Ohara,JP,2021-03-25 12:45:54,35.25,140.3833,57.0,100,75,3.44
541,Namangan,UZ,2021-03-25 12:45:54,40.9983,71.6726,68.0,37,85,4.61
542,Bah,IN,2021-03-25 12:45:55,26.87,78.5975,83.79,11,0,8.03
543,Seoul,KR,2021-03-25 12:41:58,37.5683,126.9778,51.8,93,40,5.75
544,Muhos,FI,2021-03-25 12:45:55,64.808,25.9931,41.0,60,0,11.5
545,Salalah,OM,2021-03-25 12:41:07,17.0151,54.0924,84.2,58,20,9.22
546,Pochutla,MX,2021-03-25 12:45:55,15.7432,-96.4661,69.8,94,1,8.05
547,Narrabri,AU,2021-03-25 12:45:56,-30.3167,149.7833,59.0,88,50,3.71
548,Pallasovka,RU,2021-03-25 12:45:56,50.05,46.8833,38.12,74,100,23.09
549,Vanimo,PG,2021-03-25 12:45:57,-2.6741,141.3028,79.02,86,100,2.84
550,Port Hueneme,US,2021-03-25 12:45:57,34.1478,-119.1951,50.0,87,75,3.44
551,Ingham,US,2021-03-25 12:45:57,42.6,-84.3833,46.0,81,1,7.81
552,Half Moon Bay,US,2021-03-25 12:45:58,37.4636,-122.4286,51.01,93,90,19.57
553,Leshukonskoye,RU,2021-03-25 12:45:58,64.8989,45.7622,36.73,79,100,13.6
554,Bar Harbor,US,2021-03-25 12:45:59,44.3876,-68.2039,46.99,100,90,6.71
555,Kanniyakumari,IN,2021-03-25 12:44:56,8.0833,77.5667,84.65,70,82,15.03
